Timestamp,Process Temp,Process Temp SP,Steam Flow Rate,Steam Totalizer,QualSteam Valve Opening,Inlet Steam Pressure,Outlet Steam Pressure,Pressure SP
2025-12-04 00:05:00,25.2,54.0,0.0,6531.734375,100.0,4.1,4.1,1.5
2025-12-04 00:06:00,28.4,54.1,0.0,6531.734375,100.0,4.1,4.1,1.5
2025-12-04 00:07:00,34.2,54.0,0.0,6531.734375,100.0,4.4,4.4,1.5
2025-12-04 00:08:00,37.4,54.0,0.0,6531.734375,100.0,4.4,4.4,1.5
2025-12-04 00:09:00,37.5,54.1,0.0,6531.734375,100.0,4.3,4.4,1.5
2025-12-04 00:10:00,37.5,54.1,0.0,6531.734375,100.0,4.3,4.4,1.5
2025-12-04 00:11:00,37.2,54.1,0.0,6531.734375,100.0,4.3,4.3,1.5
2025-12-04 00:12:00,37.2,54.0,0.0,6531.734375,100.0,4.4,4.4,1.5
2025-12-04 00:13:00,36.8,54.0,0.0,6531.734375,100.0,4.4,4.4,1.5
2025-12-04 00:14:00,36.8,54.0,0.0,6531.734375,100.0,4.4,4.4,1.5
2025-12-04 00:15:00,36.4,54.0,0.0,6531.734375,100.0,4.4,4.4,1.5
2025-12-04 00:16:00,36.3,54.1,0.0,6531.734375,100.0,4.3,4.3,1.5
2025-12-04 00:17:00,36.1,54.0,0.0,6531.734375,100.0,4.3,4.3,1.5
2025-12-04 00:18:00,35.8,54.0,0.0,6531.734375,100.0,4.4,4.4,1.5
2025-12-04 00:19:00,39.9,54.1,0.0,6531.734375,100.0,4.4,4.4,1.5
2025-12-04 00:20:00,49.5,54.1,0.0,6531.734375,100.0,4.4,4.4,1.5
2025-12-04 00:21:00,53.4,54.1,0.0,6531.83398438,0.0,4.4,3.3,1.5
2025-12-04 00:22:00,54.3,54.1,0.0,6531.86230469,0.0,4.3,3.2,1.5
2025-12-04 00:23:00,54.6,54.0,13.85756016,6532.20751953,23.6,4.4,3.7,1.5
2025-12-04 00:24:00,54.8,54.0,28.21385574,6532.34863281,0.0,4.4,3.5,1.5
2025-12-04 00:25:00,54.4,54.1,20.0032444,6532.69042969,40.6,4.4,4.1,1.5
2025-12-04 00:26:00,54.4,54.0,19.1067028,6532.90429688,54.7,4.4,4.2,1.5
2025-12-04 00:27:00,54.2,54.1,14.38922977,6533.29931641,43.0,4.3,4.2,1.5
2025-12-04 00:28:00,54.1,54.1,11.7934866,6533.56982422,12.6,4.3,3.6,1.5
2025-12-04 00:29:00,54.2,54.1,19.31932259,6533.85888672,48.1,4.4,4.2,1.5
2025-12-04 00:30:00,54.0,54.0,17.33729744,6534.13867188,54.6,4.4,3.8,1.5
2025-12-04 00:31:00,54.0,54.1,18.18201256,6534.55175781,52.3,4.4,4.3,1.5
2025-12-04 00:32:00,53.8,54.0,21.25820541,6534.8359375,29.2,4.3,3.8,1.5
2025-12-04 00:33:00,54.0,54.0,18.27848244,6535.00195312,29.7,4.3,3.7,1.5
2025-12-04 00:34:00,53.5,54.1,0.0,6535.29101562,100.0,4.2,4.0,1.5
2025-12-04 00:35:00,53.6,54.0,14.62534809,6535.49609375,35.5,4.4,3.9,1.5
2025-12-04 00:36:00,53.7,54.1,0.0,6535.72998047,68.1,4.4,4.4,1.5
2025-12-04 00:37:00,53.7,54.1,24.72807312,6535.81640625,66.7,4.3,4.0,1.5
2025-12-04 00:38:00,54.0,54.1,17.16741753,6536.06201172,31.3,4.3,3.7,1.5
2025-12-04 00:39:00,53.8,54.1,18.37025452,6536.28955078,45.3,4.2,3.9,1.5
2025-12-04 00:40:00,54.0,54.0,16.01390648,6536.57861328,52.5,4.3,4.2,1.5
2025-12-04 00:41:00,54.2,54.0,13.03918648,6536.91357422,15.6,4.2,3.5,1.5
2025-12-04 00:42:00,53.8,54.1,0.0,6536.97558594,66.0,4.4,4.4,1.5
2025-12-04 00:43:00,53.8,54.1,0.0,6537.12207031,74.3,4.3,4.3,1.5
2025-12-04 00:44:00,53.7,54.1,38.305233,6537.28027344,76.3,4.4,4.3,1.5
2025-12-04 00:45:00,54.0,54.1,8.29028511,6537.31640625,8.0,4.4,3.8,1.5
2025-12-04 00:46:00,54.0,54.0,0.0,6537.52148438,97.6,4.4,4.4,1.5
2025-12-04 00:47:00,54.0,54.0,0.0,6537.65625,71.7,4.4,4.4,1.5
2025-12-04 00:48:00,54.1,54.1,13.40504932,6537.69238281,16.0,4.4,3.7,1.5
2025-12-04 00:49:00,54.3,54.1,0.0,6537.80371094,77.1,4.4,4.4,1.5
2025-12-04 00:50:00,53.9,54.1,20.4601078,6537.94140625,52.2,4.4,4.3,1.5
2025-12-04 00:51:00,54.2,54.0,14.11942291,6537.98876953,46.3,4.4,4.2,1.5
2025-12-04 00:52:00,53.9,54.1,0.0,6538.11523438,71.2,4.4,4.4,1.5
