Timestamp,Process Temp,Process Temp SP,Steam Flow Rate,Steam Totalizer,QualSteam Valve Opening,Inlet Steam Pressure,Outlet Steam Pressure,Pressure SP
2025-12-04 05:00:00,25.8,51.0,0.0,6540.65185547,100.0,4.3,4.3,1.5
2025-12-04 05:01:00,28.9,51.0,0.0,6540.65185547,100.0,4.4,4.4,1.5
2025-12-04 05:02:00,33.3,51.0,0.0,6540.65185547,100.0,4.4,4.4,1.5
2025-12-04 05:03:00,38.1,51.1,0.0,6540.65185547,100.0,4.4,4.4,1.5
2025-12-04 05:04:00,37.7,51.0,0.0,6540.65185547,100.0,4.4,4.4,1.5
2025-12-04 05:05:00,37.3,51.0,0.0,6540.65185547,100.0,4.3,4.3,1.5
2025-12-04 05:06:00,37.0,51.0,0.0,6540.65185547,100.0,4.4,4.4,1.5
2025-12-04 05:07:00,37.0,54.1,0.0,6540.65185547,100.0,4.4,4.5,1.5
2025-12-04 05:08:00,36.7,54.1,0.0,6540.65185547,100.0,4.5,4.5,1.5
2025-12-04 05:09:00,36.3,54.0,0.0,6540.65185547,100.0,4.4,4.4,1.5
2025-12-04 05:10:00,35.9,54.0,0.0,6540.65185547,100.0,4.3,4.3,1.5
2025-12-04 05:11:00,36.0,54.1,0.0,6540.65185547,100.0,4.2,4.3,1.5
2025-12-04 05:12:00,35.4,54.1,0.0,6540.65185547,100.0,4.3,4.3,1.5
2025-12-04 05:13:00,35.2,54.1,0.0,6540.65185547,100.0,4.2,4.2,1.5
2025-12-04 05:14:00,38.7,54.1,0.0,6540.65185547,100.0,4.4,4.4,1.5
2025-12-04 05:15:00,49.8,54.0,0.0,6540.65185547,100.0,4.3,4.3,1.5
2025-12-04 05:16:00,52.7,54.1,0.0,6540.79003906,0.0,4.4,3.4,1.5
2025-12-04 05:17:00,54.2,54.1,14.02242565,6540.97216797,48.8,4.3,4.2,1.5
2025-12-04 05:18:00,54.6,54.0,20.50500107,6541.11279297,60.0,4.1,4.0,1.5
